OrderedDict({'activation': 'tanh', 'alpha': 0.0015246748254295628, 'batch_size': 512, 'layer1': 1316, 'layer2': 769, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005033414197773552, 'num_hl': 2, 'solver': 'adam'}) - -14.143914464153914
OrderedDict({'activation': 'logistic', 'alpha': 0.00017374674941945776, 'batch_size': 128, 'layer1': 1532, 'layer2': 646, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007128448828620567, 'num_hl': 1, 'solver': 'adam'}) - -13.686554109059188
OrderedDict({'activation': 'relu', 'alpha': 0.00012484207748988865, 'batch_size': 256, 'layer1': 1548, 'layer2': 684, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007375007647665746, 'num_hl': 2, 'solver': 'adam'}) - -15.554235192967635
OrderedDict({'activation': 'logistic', 'alpha': 0.00010970227177900645, 'batch_size': 128, 'layer1': 1536, 'layer2': 617, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006974187196596043, 'num_hl': 2, 'solver': 'sgd'}) - -13.287659987805801
OrderedDict({'activation': 'tanh', 'alpha': 0.00014036665371328894, 'batch_size': 256, 'layer1': 1567, 'layer2': 636, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006288379843092103, 'num_hl': 2, 'solver': 'adam'}) - -14.576746836416893
OrderedDict({'activation': 'logistic', 'alpha': 0.0001582300340819243, 'batch_size': 512, 'layer1': 1530, 'layer2': 665, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004930195722594075, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.557991843667555
OrderedDict({'activation': 'relu', 'alpha': 7.161108667853007e-05, 'batch_size': 128, 'layer1': 1587, 'layer2': 653, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006990160905621596, 'num_hl': 2, 'solver': 'adam'}) - -16.011930918852777
OrderedDict({'activation': 'logistic', 'alpha': 0.00017420216445833308, 'batch_size': 32, 'layer1': 1516, 'layer2': 597, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006186926507054225, 'num_hl': 2, 'solver': 'sgd'}) - -15.616609113434361
OrderedDict({'activation': 'logistic', 'alpha': 0.0002083362835991667, 'batch_size': 128, 'layer1': 1548, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008477268506537366, 'num_hl': 1, 'solver': 'adam'}) - -13.637352538562443
OrderedDict({'activation': 'logistic', 'alpha': 0.00020871853078110973, 'batch_size': 512, 'layer1': 1515, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006203816023933193, 'num_hl': 1, 'solver': 'adam'}) - -14.166535045849884
OrderedDict({'activation': 'logistic', 'alpha': 0.00019357715340786593, 'batch_size': 512, 'layer1': 1492, 'layer2': 611, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007053581547850599, 'num_hl': 1, 'solver': 'adam'}) - -14.094786412246483
OrderedDict({'activation': 'tanh', 'alpha': 0.00012114962082454766, 'batch_size': 32, 'layer1': 1553, 'layer2': 657, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006153305550902774, 'num_hl': 1, 'solver': 'sgd'}) - -15.328340769154078
OrderedDict({'activation': 'relu', 'alpha': 0.00016765057891308398, 'batch_size': 128, 'layer1': 1535, 'layer2': 664, 'learning_rate': 'constant', 'learning_rate_init': 0.0005153556947923374, 'num_hl': 1, 'solver': 'adam'}) - -14.619285936135176
OrderedDict({'activation': 'relu', 'alpha': 0.00012330480445233067, 'batch_size': 128, 'layer1': 1562, 'layer2': 631, 'learning_rate': 'constant', 'learning_rate_init': 0.0006297777827785508, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.651092302650234
OrderedDict({'activation': 'logistic', 'alpha': 0.00019416553461593631, 'batch_size': 32, 'layer1': 1521, 'layer2': 586, 'learning_rate': 'constant', 'learning_rate_init': 0.0006978659012592634, 'num_hl': 1, 'solver': 'sgd'}) - -15.656134854180317
OrderedDict({'activation': 'logistic', 'alpha': 0.0001680516795067245, 'batch_size': 32, 'layer1': 1509, 'layer2': 566, 'learning_rate': 'constant', 'learning_rate_init': 0.0006337678780374536, 'num_hl': 2, 'solver': 'sgd'}) - -15.503463725410128
OrderedDict({'activation': 'logistic', 'alpha': 8.089182768011858e-05, 'batch_size': 128, 'layer1': 1370, 'layer2': 624, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003887997556004654, 'num_hl': 2, 'solver': 'sgd'}) - -13.534925865448562
OrderedDict({'activation': 'relu', 'alpha': 7.204898132173442e-05, 'batch_size': 128, 'layer1': 1578, 'layer2': 659, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006136191754786358, 'num_hl': 2, 'solver': 'sgd'}) - -15.601309199632084
OrderedDict({'activation': 'logistic', 'alpha': 0.00013948134543965957, 'batch_size': 32, 'layer1': 1416, 'layer2': 593, 'learning_rate': 'constant', 'learning_rate_init': 0.0007111638759653115, 'num_hl': 1, 'solver': 'adam'}) - -13.512979354244498
OrderedDict({'activation': 'relu', 'alpha': 0.00016522345482175587, 'batch_size': 256, 'layer1': 1528, 'layer2': 669, 'learning_rate': 'constant', 'learning_rate_init': 0.0005599923595152623, 'num_hl': 1, 'solver': 'sgd'}) - -15.827757332871567
OrderedDict({'activation': 'logistic', 'alpha': 0.00020234548091920966, 'batch_size': 32, 'layer1': 1532, 'layer2': 601, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006424609724344661, 'num_hl': 1, 'solver': 'sgd'}) - -15.348800297650968
OrderedDict({'activation': 'tanh', 'alpha': 0.0001533917068591134, 'batch_size': 512, 'layer1': 1495, 'layer2': 693, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008890840256154345, 'num_hl': 2, 'solver': 'adam'}) - -14.620197288934335
OrderedDict({'activation': 'logistic', 'alpha': 0.0001750893488673212, 'batch_size': 128, 'layer1': 1564, 'layer2': 609, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006400420164032479, 'num_hl': 2, 'solver': 'adam'}) - -14.152870875472189
OrderedDict({'activation': 'relu', 'alpha': 7.06720541679772e-05, 'batch_size': 128, 'layer1': 1588, 'layer2': 664, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007196471146212353, 'num_hl': 2, 'solver': 'adam'}) - -15.655893594924347
OrderedDict({'activation': 'logistic', 'alpha': 0.00010536198590029529, 'batch_size': 32, 'layer1': 1434, 'layer2': 598, 'learning_rate': 'constant', 'learning_rate_init': 0.000514408479548088, 'num_hl': 2, 'solver': 'sgd'}) - -15.559747142791394
OrderedDict({'activation': 'logistic', 'alpha': 0.00011802035553938454, 'batch_size': 128, 'layer1': 1603, 'layer2': 627, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007302453394756362, 'num_hl': 2, 'solver': 'sgd'}) - -13.474060799799805
OrderedDict({'activation': 'logistic', 'alpha': 0.00012828497377547106, 'batch_size': 128, 'layer1': 1585, 'layer2': 588, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005660981305045574, 'num_hl': 2, 'solver': 'adam'}) - -13.933208128941743
OrderedDict({'activation': 'logistic', 'alpha': 0.00014322684311909381, 'batch_size': 32, 'layer1': 1406, 'layer2': 578, 'learning_rate': 'constant', 'learning_rate_init': 0.000709951597461215, 'num_hl': 1, 'solver': 'adam'}) - -13.492648878385102
OrderedDict({'activation': 'logistic', 'alpha': 8.609570753322478e-05, 'batch_size': 128, 'layer1': 1593, 'layer2': 623, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000890290070230738, 'num_hl': 2, 'solver': 'sgd'}) - -13.60161303293702
OrderedDict({'activation': 'logistic', 'alpha': 0.000150101968512865, 'batch_size': 128, 'layer1': 1544, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006840266300284586, 'num_hl': 1, 'solver': 'sgd'}) - -13.351006991700979
OrderedDict({'activation': 'logistic', 'alpha': 0.00012695889143937968, 'batch_size': 32, 'layer1': 1499, 'layer2': 562, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004236758853440443, 'num_hl': 2, 'solver': 'sgd'}) - -15.205892317297014
OrderedDict({'activation': 'logistic', 'alpha': 7.131088881915415e-05, 'batch_size': 128, 'layer1': 1536, 'layer2': 630, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005986583435426386, 'num_hl': 2, 'solver': 'sgd'}) - -13.279128673423973
OrderedDict({'activation': 'logistic', 'alpha': 0.00011822700381917858, 'batch_size': 32, 'layer1': 1548, 'layer2': 646, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007340579665191192, 'num_hl': 2, 'solver': 'sgd'}) - -16.143640761117318
OrderedDict({'activation': 'logistic', 'alpha': 0.00017286324999919522, 'batch_size': 256, 'layer1': 1494, 'layer2': 672, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007955741719832611, 'num_hl': 1, 'solver': 'adam'}) - -13.803982938995812
OrderedDict({'activation': 'logistic', 'alpha': 0.00019126419125625868, 'batch_size': 128, 'layer1': 1514, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000691991329719663, 'num_hl': 1, 'solver': 'sgd'}) - -13.334060108744003
OrderedDict({'activation': 'logistic', 'alpha': 0.00010520867524503565, 'batch_size': 128, 'layer1': 1588, 'layer2': 635, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006600710297776986, 'num_hl': 2, 'solver': 'sgd'}) - -13.366207860758692
OrderedDict({'activation': 'logistic', 'alpha': 0.0001348587291196297, 'batch_size': 128, 'layer1': 1563, 'layer2': 617, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006942955271215667, 'num_hl': 2, 'solver': 'sgd'}) - -13.41327731097102
OrderedDict({'activation': 'logistic', 'alpha': 0.0001831430741321037, 'batch_size': 128, 'layer1': 1571, 'layer2': 638, 'learning_rate': 'constant', 'learning_rate_init': 0.0006544154770138053, 'num_hl': 1, 'solver': 'sgd'}) - -13.342804272863248
OrderedDict({'activation': 'logistic', 'alpha': 0.0002167663932812338, 'batch_size': 128, 'layer1': 1590, 'layer2': 634, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007480715809686124, 'num_hl': 1, 'solver': 'sgd'}) - -13.40157680838115
OrderedDict({'activation': 'logistic', 'alpha': 0.00019208419204535678, 'batch_size': 128, 'layer1': 1551, 'layer2': 618, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007397283388819756, 'num_hl': 2, 'solver': 'adam'}) - -14.256813904305265
OrderedDict({'activation': 'tanh', 'alpha': 0.00016839006907264033, 'batch_size': 512, 'layer1': 1537, 'layer2': 669, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0008019006344377567, 'num_hl': 1, 'solver': 'adam'}) - -13.910709359157426
OrderedDict({'activation': 'logistic', 'alpha': 0.00013880015049418708, 'batch_size': 32, 'layer1': 1494, 'layer2': 562, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00043895308316778316, 'num_hl': 2, 'solver': 'sgd'}) - -14.953071428808594
OrderedDict({'activation': 'tanh', 'alpha': 0.00013974395083678925, 'batch_size': 512, 'layer1': 1522, 'layer2': 699, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0007758496950940476, 'num_hl': 2, 'solver': 'adam'}) - -14.355301322826232
OrderedDict({'activation': 'logistic', 'alpha': 0.00020188147875397955, 'batch_size': 32, 'layer1': 1526, 'layer2': 583, 'learning_rate': 'constant', 'learning_rate_init': 0.0005671634440697177, 'num_hl': 1, 'solver': 'adam'}) - -13.516516979269692
OrderedDict({'activation': 'logistic', 'alpha': 7.251309415643834e-05, 'batch_size': 128, 'layer1': 1534, 'layer2': 664, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0006282084236497652, 'num_hl': 2, 'solver': 'sgd'}) - -13.410776089546996
OrderedDict({'activation': 'relu', 'alpha': 0.00019586757375241438, 'batch_size': 8, 'layer1': 1252, 'layer2': 637, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003535679341827148, 'num_hl': 2, 'solver': 'adam'}) - -15.770991237230058
OrderedDict({'activation': 'relu', 'alpha': 0.0002062774294621202, 'batch_size': 8, 'layer1': 1091, 'layer2': 539, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00030502792059408483, 'num_hl': 2, 'solver': 'adam'}) - -15.695944559576793
OrderedDict({'activation': 'tanh', 'alpha': 7.081117483724791e-05, 'batch_size': 8, 'layer1': 1332, 'layer2': 713, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003432884938094484, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.43520302407041
OrderedDict({'activation': 'tanh', 'alpha': 9.714041754248768e-05, 'batch_size': 8, 'layer1': 1283, 'layer2': 672, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003369000913906857, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.88033260927774
OrderedDict({'activation': 'relu', 'alpha': 6.47746838985916e-05, 'batch_size': 8, 'layer1': 1251, 'layer2': 642, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003693007270616407, 'num_hl': 2, 'solver': 'adam'}) - -15.760189609761323
OrderedDict({'activation': 'relu', 'alpha': 0.00010440610261051484, 'batch_size': 8, 'layer1': 1266, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003424126981319217, 'num_hl': 2, 'solver': 'adam'}) - -15.507598942016056
OrderedDict({'activation': 'tanh', 'alpha': 0.00012382928203234612, 'batch_size': 8, 'layer1': 1247, 'layer2': 635, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00032792813298650555, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.547502891780105
OrderedDict({'activation': 'relu', 'alpha': 0.00011712111490182034, 'batch_size': 8, 'layer1': 1279, 'layer2': 632, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003892030861334594, 'num_hl': 2, 'solver': 'adam'}) - -15.533981521148522
OrderedDict({'activation': 'relu', 'alpha': 0.00015597972819030755, 'batch_size': 8, 'layer1': 1204, 'layer2': 654, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003587779489567561, 'num_hl': 2, 'solver': 'adam'}) - -15.409371577121771
OrderedDict({'activation': 'relu', 'alpha': 0.00019059935531039505, 'batch_size': 8, 'layer1': 1207, 'layer2': 584, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00037227363674626233, 'num_hl': 2, 'solver': 'adam'}) - -15.329987820104966
OrderedDict({'activation': 'logistic', 'alpha': 5.4907025965016264e-05, 'batch_size': 8, 'layer1': 1368, 'layer2': 679, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005438032340105802, 'num_hl': 2, 'solver': 'sgd'}) - -15.408964018601035
OrderedDict({'activation': 'logistic', 'alpha': 0.00010203633619593422, 'batch_size': 8, 'layer1': 1237, 'layer2': 646, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00040713581699914367, 'num_hl': 2, 'solver': 'lbfgs'}) - -15.859551235341234
OrderedDict({'activation': 'relu', 'alpha': 8.794637302910943e-05, 'batch_size': 8, 'layer1': 1229, 'layer2': 618, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00031678044171273606, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.502272652356687
OrderedDict({'activation': 'tanh', 'alpha': 4.411098248096083e-05, 'batch_size': 8, 'layer1': 1214, 'layer2': 627, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003469967812729722, 'num_hl': 2, 'solver': 'sgd'}) - -14.584143619753434
OrderedDict({'activation': 'relu', 'alpha': 9.441639478068802e-05, 'batch_size': 8, 'layer1': 1189, 'layer2': 598, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003413049037929662, 'num_hl': 2, 'solver': 'adam'}) - -15.651608627010841
OrderedDict({'activation': 'relu', 'alpha': 0.00011587470220490387, 'batch_size': 8, 'layer1': 1248, 'layer2': 629, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003526755026979604, 'num_hl': 2, 'solver': 'adam'}) - -15.494570260793703
OrderedDict({'activation': 'relu', 'alpha': 0.00011511216052773643, 'batch_size': 8, 'layer1': 1245, 'layer2': 654, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00037321696930903825, 'num_hl': 2, 'solver': 'adam'}) - -15.473069629945163
OrderedDict({'activation': 'tanh', 'alpha': 6.811928471271867e-05, 'batch_size': 8, 'layer1': 1196, 'layer2': 644, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004322778468681172, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.64269662877579
OrderedDict({'activation': 'relu', 'alpha': 6.778640558435654e-05, 'batch_size': 8, 'layer1': 1204, 'layer2': 573, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00023743629639091682, 'num_hl': 2, 'solver': 'adam'}) - -15.721371911433497
OrderedDict({'activation': 'relu', 'alpha': 4.9361830583865124e-05, 'batch_size': 8, 'layer1': 1206, 'layer2': 550, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00029666068059732066, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.664971076449714
OrderedDict({'activation': 'relu', 'alpha': 6.914408368793207e-05, 'batch_size': 8, 'layer1': 1194, 'layer2': 580, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00031983798755993103, 'num_hl': 2, 'solver': 'adam'}) - -15.811779778010953
OrderedDict({'activation': 'tanh', 'alpha': 0.00022137902635271258, 'batch_size': 8, 'layer1': 1264, 'layer2': 576, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003129089946142202, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.49340004872843
OrderedDict({'activation': 'relu', 'alpha': 6.148513727987327e-05, 'batch_size': 8, 'layer1': 1152, 'layer2': 660, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00046098611067337897, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.306687192481334
OrderedDict({'activation': 'tanh', 'alpha': 6.897684608527308e-05, 'batch_size': 8, 'layer1': 1211, 'layer2': 615, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003487378457418051, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.769183557071543
OrderedDict({'activation': 'relu', 'alpha': 5.8603766696367514e-05, 'batch_size': 8, 'layer1': 1169, 'layer2': 653, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003675142795406176, 'num_hl': 2, 'solver': 'adam'}) - -15.16584538434697
OrderedDict({'activation': 'tanh', 'alpha': 8.27580492969168e-05, 'batch_size': 8, 'layer1': 1201, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000371534942571912, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.527618295219416
OrderedDict({'activation': 'tanh', 'alpha': 8.079192827526782e-05, 'batch_size': 8, 'layer1': 1288, 'layer2': 570, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00039958784960359323, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.727441044636397
OrderedDict({'activation': 'relu', 'alpha': 6.964055705388824e-05, 'batch_size': 8, 'layer1': 1178, 'layer2': 606, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00038286573839417493, 'num_hl': 2, 'solver': 'adam'}) - -15.482542118213606
OrderedDict({'activation': 'relu', 'alpha': 8.965268679838608e-05, 'batch_size': 8, 'layer1': 1202, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002803675493767871, 'num_hl': 2, 'solver': 'adam'}) - -15.468534659229098
OrderedDict({'activation': 'relu', 'alpha': 0.0001264017576827805, 'batch_size': 8, 'layer1': 1261, 'layer2': 603, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003749134514738461, 'num_hl': 2, 'solver': 'adam'}) - -15.354536324368809
OrderedDict({'activation': 'tanh', 'alpha': 9.537180050172779e-05, 'batch_size': 8, 'layer1': 1160, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002597131139453749, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.44293137878351
OrderedDict({'activation': 'relu', 'alpha': 7.320517984575275e-05, 'batch_size': 8, 'layer1': 1226, 'layer2': 623, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00040023610887847134, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.34893582056423
OrderedDict({'activation': 'tanh', 'alpha': 0.00011312298925174102, 'batch_size': 8, 'layer1': 1190, 'layer2': 636, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003466862677028472, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.8709985110934
OrderedDict({'activation': 'relu', 'alpha': 3.536472480289867e-05, 'batch_size': 8, 'layer1': 1271, 'layer2': 649, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00039984336015928357, 'num_hl': 2, 'solver': 'adam'}) - -15.56396279113853
OrderedDict({'activation': 'tanh', 'alpha': 6.215584567964256e-05, 'batch_size': 8, 'layer1': 1373, 'layer2': 665, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00040982218401027317, 'num_hl': 2, 'solver': 'adam'}) - -14.406641655926808
OrderedDict({'activation': 'tanh', 'alpha': 7.348220125141148e-05, 'batch_size': 8, 'layer1': 1271, 'layer2': 596, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003901424160248011, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.393219111578105
OrderedDict({'activation': 'tanh', 'alpha': 7.086493268854101e-05, 'batch_size': 8, 'layer1': 1213, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00036988809312549366, 'num_hl': 2, 'solver': 'sgd'}) - -14.922546921125525
OrderedDict({'activation': 'tanh', 'alpha': 9.164332097079736e-05, 'batch_size': 8, 'layer1': 1185, 'layer2': 611, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002835102157776853, 'num_hl': 2, 'solver': 'adam'}) - -14.4946500080511
OrderedDict({'activation': 'tanh', 'alpha': 0.00014102586721921072, 'batch_size': 8, 'layer1': 1260, 'layer2': 629, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00036658445822520684, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.444507848814546
OrderedDict({'activation': 'tanh', 'alpha': 9.940681843945074e-05, 'batch_size': 8, 'layer1': 1187, 'layer2': 600, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003462490453952509, 'num_hl': 2, 'solver': 'adam'}) - -14.53466488589449
OrderedDict({'activation': 'tanh', 'alpha': 0.00010378563325479657, 'batch_size': 8, 'layer1': 1238, 'layer2': 649, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002965450380479352, 'num_hl': 2, 'solver': 'adam'}) - -14.511537716950055
OrderedDict({'activation': 'relu', 'alpha': 0.00012465408690570307, 'batch_size': 8, 'layer1': 1271, 'layer2': 620, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002914480088748244, 'num_hl': 2, 'solver': 'adam'}) - -15.34640846616434
OrderedDict({'activation': 'relu', 'alpha': 9.97938856631856e-05, 'batch_size': 8, 'layer1': 1243, 'layer2': 566, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00041456739601613353, 'num_hl': 2, 'solver': 'adam'}) - -15.961028661501638
OrderedDict({'activation': 'tanh', 'alpha': 0.00011740306222034318, 'batch_size': 8, 'layer1': 1279, 'layer2': 629, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00034299476263238357, 'num_hl': 2, 'solver': 'adam'}) - -14.298036710857904
OrderedDict({'activation': 'tanh', 'alpha': 9.925538111654609e-05, 'batch_size': 8, 'layer1': 1222, 'layer2': 641, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00029662481111881594, 'num_hl': 2, 'solver': 'lbfgs'}) - -17.005953325663533
OrderedDict({'activation': 'relu', 'alpha': 0.00010524869016227056, 'batch_size': 8, 'layer1': 1277, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004464665665676957, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.49382480220119
OrderedDict({'activation': 'tanh', 'alpha': 0.00013802834791653087, 'batch_size': 8, 'layer1': 1270, 'layer2': 623, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00038294242583690745, 'num_hl': 2, 'solver': 'adam'}) - -14.63727240519889
OrderedDict({'activation': 'relu', 'alpha': 9.027104791140958e-05, 'batch_size': 8, 'layer1': 1157, 'layer2': 624, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00030821049088727425, 'num_hl': 2, 'solver': 'adam'}) - -15.662892649064915
OrderedDict({'activation': 'relu', 'alpha': 0.00012941933565152543, 'batch_size': 8, 'layer1': 1272, 'layer2': 614, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000381674220450982, 'num_hl': 2, 'solver': 'adam'}) - -15.495386995987065
OrderedDict({'activation': 'relu', 'alpha': 9.077809927963343e-05, 'batch_size': 8, 'layer1': 1267, 'layer2': 633, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00031292269907328904, 'num_hl': 2, 'solver': 'adam'}) - -15.504393773377833
OrderedDict({'activation': 'logistic', 'alpha': 8.081660544339153e-05, 'batch_size': 8, 'layer1': 1236, 'layer2': 592, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00033827307600485843, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.31280135423568
OrderedDict({'activation': 'relu', 'alpha': 0.0003495804638191953, 'batch_size': 8, 'layer1': 1204, 'layer2': 628, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00024455371507439765, 'num_hl': 2, 'solver': 'adam'}) - -15.580094416173896
OrderedDict({'activation': 'tanh', 'alpha': 0.00011897606574950005, 'batch_size': 8, 'layer1': 1233, 'layer2': 592, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0004041443313128818, 'num_hl': 2, 'solver': 'adam'}) - -14.566553912992115
OrderedDict({'activation': 'tanh', 'alpha': 8.123486249223798e-05, 'batch_size': 8, 'layer1': 1255, 'layer2': 628, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003876810703571315, 'num_hl': 2, 'solver': 'adam'}) - -14.407827315936013
OrderedDict({'activation': 'relu', 'alpha': 8.254327074220811e-05, 'batch_size': 8, 'layer1': 1222, 'layer2': 587, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00034404898888679863, 'num_hl': 2, 'solver': 'adam'}) - -15.372708351909036
OrderedDict({'activation': 'tanh', 'alpha': 0.00013921351321319762, 'batch_size': 8, 'layer1': 1333, 'layer2': 613, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0002665975458248777, 'num_hl': 2, 'solver': 'adam'}) - -14.272557809567335
OrderedDict({'activation': 'tanh', 'alpha': 7.829309159231468e-05, 'batch_size': 8, 'layer1': 1229, 'layer2': 651, 'learning_rate': 'adaptive', 'learning_rate_init': 0.00034715534430486395, 'num_hl': 2, 'solver': 'adam'}) - -14.456548396818482
OrderedDict({'activation': 'relu', 'alpha': 0.00013390926816016967, 'batch_size': 8, 'layer1': 1215, 'layer2': 646, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003683284902661544, 'num_hl': 2, 'solver': 'lbfgs'}) - -16.316252472202343
OrderedDict({'activation': 'logistic', 'alpha': 8.850333844654847e-05, 'batch_size': 8, 'layer1': 1243, 'layer2': 532, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000285939358268689, 'num_hl': 2, 'solver': 'adam'}) - -15.291252087139886
OrderedDict({'activation': 'tanh', 'alpha': 7.014760002670305e-05, 'batch_size': 8, 'layer1': 1195, 'layer2': 619, 'learning_rate': 'adaptive', 'learning_rate_init': 0.000301653176369357, 'num_hl': 2, 'solver': 'adam'}) - -14.395916517187155
OrderedDict({'activation': 'relu', 'alpha': 7.437841484820784e-05, 'batch_size': 8, 'layer1': 1272, 'layer2': 604, 'learning_rate': 'adaptive', 'learning_rate_init': 0.0003674034408543411, 'num_hl': 2, 'solver': 'adam'}) - -15.439309099590105
